feature,frequency,percentage
TMEM45B,72,60.0
CYB5B,72,60.0
SMU1,72,60.0
GLUL,72,60.0
HAL,72,60.0
TLCD3B,72,60.0
SCP2D1-AS1,72,60.0
TES,72,60.0
CCDC115,72,60.0
GATA1,72,60.0
PNKD,72,60.0
CERS2,72,60.0
MVP,72,60.0
NECTIN4,72,60.0
NXPH1,72,60.0
GNAI1,72,60.0
TMEM176B,72,60.0
LINC02257,66,55.00000000000001
XRN2,66,55.00000000000001
TRIM35,66,55.00000000000001
HNRNPA1P41,66,55.00000000000001
MTND4P22,66,55.00000000000001
PRELID1P3,66,55.00000000000001
LINC01524,66,55.00000000000001
CPNE8-AS1,66,55.00000000000001
NOSTRIN,66,55.00000000000001
REXO2,66,55.00000000000001
TRAV21,66,55.00000000000001
IDH2,66,55.00000000000001
LINC01687,66,55.00000000000001
KDM4A-AS1,66,55.00000000000001
POMT1,66,55.00000000000001
RASL11A,66,55.00000000000001
MGST3,66,55.00000000000001
KRT8P30,66,55.00000000000001
ANKRD20A7P,66,55.00000000000001
HSD17B3-AS1,66,55.00000000000001
TRGJP2,66,55.00000000000001
SAT1,66,55.00000000000001
EFNA5,66,55.00000000000001
THOC7,66,55.00000000000001
PPIAP91,66,55.00000000000001
OR7E158P,66,55.00000000000001
RPL21P44,66,55.00000000000001
GPR65,66,55.00000000000001
VCAN-AS1,66,55.00000000000001
CA14,66,55.00000000000001
H2AC21,66,55.00000000000001
JPT2,66,55.00000000000001
FAM135A-AS1,66,55.00000000000001
VN1R67P,66,55.00000000000001
LINC02767,66,55.00000000000001
PIK3IP1,66,55.00000000000001
RPS3P2,66,55.00000000000001
MIR744,66,55.00000000000001
MMP10,66,55.00000000000001
TNFRSF1A,66,55.00000000000001
OGFOD1P1,66,55.00000000000001
PIGG,66,55.00000000000001
PAFAH1B2,66,55.00000000000001
MARCHF3,66,55.00000000000001
WASIR2,66,55.00000000000001
NUP50,66,55.00000000000001
DRAM2,66,55.00000000000001
UXS1,66,55.00000000000001
CLYBL,66,55.00000000000001
RNVU1-33,66,55.00000000000001
TOR1AIP2,66,55.00000000000001
SLC35F5,66,55.00000000000001
PWWP2AP1,66,55.00000000000001
SBDS,66,55.00000000000001
TMC3,66,55.00000000000001
JUNB,66,55.00000000000001
BST1,66,55.00000000000001
ANG,66,55.00000000000001
BCL2L13,66,55.00000000000001
RDXP3,66,55.00000000000001
DCPS,66,55.00000000000001
CHCHD4P2,66,55.00000000000001
LINC02390,66,55.00000000000001
SRPK1,66,55.00000000000001
DHX15,66,55.00000000000001
MGST2,66,55.00000000000001
SNORD99,60,50.0
UBE2I,60,50.0
LAPTM4A,60,50.0
MAPK4,60,50.0
EPAS1,60,50.0
HARS2,60,50.0
SUMO1,60,50.0
DENND6A-AS1,60,50.0
ACADM,60,50.0
FRAS1,60,50.0
MTCYBP3,60,50.0
LINC01526,60,50.0
CD9,60,50.0
BCL10,60,50.0
EIF4A2P4,60,50.0
SNORD115,60,50.0
CTSV,60,50.0
SLC35A5,60,50.0
MRPL15,60,50.0
LINC01117,60,50.0
NR1I3,60,50.0
CACUL1,60,50.0
NRAS,60,50.0
RPL39P40,60,50.0
ACTR3,60,50.0
HEXA,60,50.0
MED12L,60,50.0
CDH19,60,50.0
FAM174B,60,50.0
SQSTM1,60,50.0
SNRPGP15,60,50.0
NLN,60,50.0
STAU1,60,50.0
NAA50,60,50.0
TBC1D28,60,50.0
S100A13,60,50.0
CSRP2,60,50.0
TBX5,60,50.0
BAG1,60,50.0
ZNF737,60,50.0
KRT18P6,60,50.0
WDR82,60,50.0
GBE1,60,50.0
EFNA1,60,50.0
PLK4,60,50.0
EDEM1,60,50.0
SPNS1,60,50.0
PMAIP1,60,50.0
HNRNPA3P7,60,50.0
C1orf105,60,50.0
FAM156B,60,50.0
RPGRIP1,60,50.0
COQ2,60,50.0
BICC1,60,50.0
IFT46,60,50.0
SERPINB8,60,50.0
CEP76,60,50.0
PNMA5,60,50.0
MIDEAS,60,50.0
SPINK6,60,50.0
STC1,60,50.0
AGPAT5,60,50.0
TOM1,60,50.0
PDGFA,60,50.0
COX6B1P5,60,50.0
IGBP1C,60,50.0
SLC26A2,60,50.0
MICU1,60,50.0
CUTC,60,50.0
AOAH-IT1,54,45.0
CCT8P1,54,45.0
LINC02084,54,45.0
HMGB2,54,45.0
TMEM59,54,45.0
NUP85,54,45.0
RNU4-21P,54,45.0
OSBPL10-AS1,54,45.0
ARLNC1,54,45.0
LINC00937,54,45.0
CNP,54,45.0
SNHG10,54,45.0
TM9SF5P,54,45.0
FBXO8,54,45.0
SNORD3B-1,54,45.0
NUS1P1,54,45.0
SLC16A5,54,45.0
ZNF414,54,45.0
PLP1,54,45.0
RNU6-1169P,54,45.0
PNMA1,54,45.0
RRAGA,54,45.0
CFL2,54,45.0
CGAS,54,45.0
LRATD2,54,45.0
HMGB1P41,54,45.0
MED31,54,45.0
RPL10P9,54,45.0
CLUH,54,45.0
ZNF20,54,45.0
SAPCD1-AS1,54,45.0
OR7A5,54,45.0
RAB2B,54,45.0
LINC01857,54,45.0
RNF14P3,54,45.0
TRBJ1-2,54,45.0
MIR5689HG,54,45.0
AUNIP,54,45.0
ZNF888,54,45.0
LINC00707,54,45.0
AVPR1B-DT,54,45.0
LURAP1L,54,45.0
TACC2,54,45.0
RNA5SP311,54,45.0
FAM204CP,54,45.0
SARS1,54,45.0
PSAT1P4,54,45.0
NALF1,54,45.0
GHITM,54,45.0
CD19,54,45.0
TRIP4,54,45.0
MORC4,54,45.0
ABHD3,54,45.0
ARF3,54,45.0
GTF2E1,54,45.0
ING1,54,45.0
SLC35C1,54,45.0
TRIM38,54,45.0
S100A14,54,45.0
GPR39,54,45.0
TRAPPC3,54,45.0
SORCS2,54,45.0
CTNNA1-AS1,54,45.0
KLHDC8B,54,45.0
RSU1,54,45.0
MAPK6,54,45.0
TLCD2,54,45.0
GLTP,54,45.0
SRL,54,45.0
FOSL2,54,45.0
GRAMD1C,54,45.0
VSIG10,54,45.0
ABCA4,54,45.0
LINC02967,54,45.0
PROCA1,54,45.0
CGA,54,45.0
C4BPA,54,45.0
SYT2,54,45.0
TPGS2,54,45.0
NMD3,54,45.0
C15orf40,54,45.0
B4GALT1,54,45.0
NOA1,54,45.0
GRAPLDR,54,45.0
CDCA4,54,45.0
PPM1D,54,45.0
AKR7A2,54,45.0
RCAN1,54,45.0
HAP1,54,45.0
CASP2,54,45.0
YTHDF3P1,54,45.0
MIR6124,54,45.0
PPM1E,54,45.0
LAMA1,54,45.0
CASP1,54,45.0
SNX27,54,45.0
CYSLTR2,54,45.0
ASTL,54,45.0
SPATA22,54,45.0
LINC01592,54,45.0
CP,54,45.0
SETDB1,54,45.0
UBE2L2,48,40.0
SRP14P2,48,40.0
PFDN1,48,40.0
TMEM68,48,40.0
HSPBAP1,48,40.0
TM2D3,48,40.0
CLIP4,48,40.0
CDKL3,48,40.0
MFRP,48,40.0
RUVBL1,48,40.0
BLOC1S5,48,40.0
ZNF669,48,40.0
DNAJB6,48,40.0
TBC1D3K,48,40.0
WEE1,48,40.0
MIR6505,48,40.0
LINC02814,48,40.0
SULT4A1,48,40.0
RNY1P4,48,40.0
MAP1LC3A,48,40.0
RPL31P47,48,40.0
AAMDC,48,40.0
GAR1-DT,48,40.0
ST8SIA3,48,40.0
SLC38A2,48,40.0
CCL1,48,40.0
CHMP4C,48,40.0
SND1-DT,48,40.0
CHN2,48,40.0
ZNF556,48,40.0
KLK3,48,40.0
AKAP6,48,40.0
NUDT1,48,40.0
ESYT1,48,40.0
SNAP29,48,40.0
MAGI1-AS1,48,40.0
SLC5A12,48,40.0
CSNK2A1,48,40.0
PFKFB3,48,40.0
APOO,48,40.0
RNF19A,48,40.0
RNU6-411P,48,40.0
RPL6P22,48,40.0
MANBA,48,40.0
THRAP3,48,40.0
RNA5SP122,48,40.0
HADHBP1,48,40.0
CSNK1D,48,40.0
DENND2D,48,40.0
LYVE1,48,40.0
LINC03028,48,40.0
FAM200B,48,40.0
SLC16A6,48,40.0
BBS12,48,40.0
RNU6-39P,48,40.0
PHLDA3,48,40.0
NIFKP3,48,40.0
SESTD1,48,40.0
LRRFIP2,48,40.0
PNPLA8,48,40.0
FADD,48,40.0
RNF216P1,48,40.0
MFSD1,48,40.0
TCEAL9,48,40.0
PIGC,48,40.0
BBOX1-AS1,48,40.0
LINC01011,48,40.0
GNAI3,48,40.0
SOCS3,48,40.0
RNU6-484P,48,40.0
F3,48,40.0
ELF3,48,40.0
ABCG5,48,40.0
NPR1,48,40.0
PDE4DIPP6,48,40.0
SLC35F6,48,40.0
LINC01202,48,40.0
KRT18P57,48,40.0
MRPL42P6,48,40.0
MCL1,48,40.0
RPSAP61,48,40.0
SLC12A7,48,40.0
OSER1-DT,48,40.0
NNMT,48,40.0
BNIP2,48,40.0
SLC10A6,48,40.0
ZNF501,48,40.0
SYVN1,48,40.0
CALR3,48,40.0
SMIM32,48,40.0
MFSD10,48,40.0
LMF2,48,40.0
HBP1,48,40.0
NR4A3,48,40.0
CD109-AS1,48,40.0
RFC5,48,40.0
SLC37A2,48,40.0
VPS9D1-AS1,48,40.0
OCLN,48,40.0
ACAD9,48,40.0
TKT,48,40.0
GBP6,48,40.0
EIF3LP1,48,40.0
SLC3A2,48,40.0
DCAF4,48,40.0
ATP5PBP7,48,40.0
TXNL1,48,40.0
DPY30,48,40.0
PDCD4-AS1,48,40.0
DIMT1,48,40.0
ARF6,48,40.0
MT-ND4,48,40.0
ZNF280B,48,40.0
ACSM5P1,48,40.0
LINC02021,48,40.0
LINC02042,48,40.0
SPATA2L,48,40.0
GATD1,48,40.0
SLC4A4,48,40.0
QKILA,48,40.0
EPHX1,48,40.0
TRPC7,42,35.0
KCNS3,42,35.0
RNF146,42,35.0
CNOT10-AS1,42,35.0
FUT4,42,35.0
RNU6-494P,42,35.0
NUP93,42,35.0
ALDH9A1,42,35.0
TMEM82,42,35.0
GUCY1B1,42,35.0
XPR1,42,35.0
VDAC3,42,35.0
UAP1,42,35.0
FSTL4,42,35.0
MT-CO2,42,35.0
DDIAS,42,35.0
CD58,42,35.0
CERNA1,42,35.0
SIPA1L1-AS1,42,35.0
CHD6,42,35.0
CTNND2,42,35.0
LINC00871,42,35.0
GPAT4,42,35.0
PLA2G4D,42,35.0
ACOT11,42,35.0
SH2D4A,42,35.0
PBX4,42,35.0
CLDN12,42,35.0
PGA5,42,35.0
LINC03032,42,35.0
PLPPR5,42,35.0
TENM2,42,35.0
EAF2,42,35.0
ABCA10,42,35.0
LINC01209,42,35.0
TGFBR3L,42,35.0
IL6R,42,35.0
SNORA11F,42,35.0
CCDC144A,42,35.0
DLX3,42,35.0
REP15,42,35.0
TLR10,42,35.0
FAM13A,42,35.0
IGLV2-14,42,35.0
ZBTB7C,42,35.0
TUB-AS1,42,35.0
NDUFB4P3,42,35.0
LINC02560,42,35.0
CACYBPP1,42,35.0
IFI35,42,35.0
REEP5,42,35.0
MIR4675,42,35.0
RAD54L2,42,35.0
CEACAM21,42,35.0
PGGT1BP1,42,35.0
PIK3IP1-DT,42,35.0
SNRPEP3,42,35.0
MKNK1,42,35.0
OR1E1,42,35.0
DEFB108B,42,35.0
CYBRD1,42,35.0
LINC02207,42,35.0
SMYD4,42,35.0
TXNL4B,42,35.0
LBR,42,35.0
TMEM150C,42,35.0
RN7SL487P,42,35.0
TWF2-DT,42,35.0
RPS17P2,42,35.0
ZNF600,42,35.0
LRRC40,42,35.0
SNORD9,42,35.0
C16orf46-DT,42,35.0
DAPK1,42,35.0
RPL36AP24,42,35.0
CLDN7,42,35.0
CBLL2,42,35.0
SNORD67,42,35.0
ASPH,42,35.0
NOB1,42,35.0
TLK1,42,35.0
MBTPS1,42,35.0
HEPFAL,42,35.0
TBCAP1,42,35.0
MCUR1,42,35.0
HOTAIRM1,42,35.0
DTX3L,42,35.0
ABCD3,42,35.0
ALDOB,42,35.0
ZNF859P,42,35.0
HNRNPA1P22,42,35.0
SLC5A8,42,35.0
RNU7-127P,42,35.0
NOG,42,35.0
GZF1,42,35.0
PIWIL4,42,35.0
CHURC1,42,35.0
SUMO2P1,42,35.0
PSG3,42,35.0
BLCAP,42,35.0
RPS15AP34,42,35.0
ACBD4,42,35.0
EMC3,42,35.0
PCARE,42,35.0
LATS2-AS1,42,35.0
POLG-DT,42,35.0
TYMP,42,35.0
LINC01649,42,35.0
YBX3P1,42,35.0
ZNF548,42,35.0
MLPH,42,35.0
RPL21P98,42,35.0
RPS3AP21,42,35.0
MIR542,42,35.0
IFNG-AS1,42,35.0
NAP1L4,42,35.0
ATG5,42,35.0
OR52I2,42,35.0
TMEM43,42,35.0
LINC02542,42,35.0
GPANK1,42,35.0
DGLUCY,42,35.0
SNHG32,42,35.0
GTF2IRD1,42,35.0
DYNLT3,42,35.0
ELOVL2-AS1,42,35.0
OCLNP1,42,35.0
MTND6P25,42,35.0
THRB-AS1,42,35.0
TXLNA,42,35.0
RN7SKP12,42,35.0
LINC01166,42,35.0
GNAS-AS1,42,35.0
TXNIP,36,30.0
HDAC5,36,30.0
CDKN2AIP,36,30.0
MTDHP1,36,30.0
GHDC,36,30.0
SNRPA1-DT,36,30.0
FAM186B,36,30.0
THEMIS2,36,30.0
CYSTM1,36,30.0
GSTCD,36,30.0
TSPO2,36,30.0
SYNDIG1,36,30.0
ITGB1,36,30.0
FRMD8,36,30.0
RAI2,36,30.0
NGB,36,30.0
KLK14,36,30.0
HDHD2,36,30.0
PPOX,36,30.0
TRAM1,36,30.0
NDUFS1,36,30.0
C3orf20,36,30.0
RPS4XP23,36,30.0
RN7SL674P,36,30.0
BZW2,36,30.0
SRMP2,36,30.0
CT62,36,30.0
F11R,36,30.0
ERH,36,30.0
MPZL3,36,30.0
KIF22,36,30.0
RSL24D1P6,36,30.0
RN7SL182P,36,30.0
RPL12P21,36,30.0
OMA1,36,30.0
RNA5SP195,36,30.0
CIPC,36,30.0
PCNP,36,30.0
ZNF121,36,30.0
C11orf65,36,30.0
DOLPP1,36,30.0
IGHVII-78-1,36,30.0
PAQR9,36,30.0
EEF1AKMT3,36,30.0
EPHB3,36,30.0
PTCHD3,36,30.0
FDCSP,36,30.0
RN7SL208P,36,30.0
MAB21L3,36,30.0
EPB41L4A-AS1,36,30.0
RNA5SP280,36,30.0
ACAT1,36,30.0
MCPH1-DT,36,30.0
IER3,36,30.0
BOLA1,36,30.0
BRK1,36,30.0
PPP1R2,36,30.0
B4GALNT3,36,30.0
ASAH2,36,30.0
BACH1-IT1,36,30.0
GJD3,36,30.0
TSC22D1,36,30.0
TSPO,36,30.0
RN7SL698P,36,30.0
CTNS,36,30.0
ANP32E,36,30.0
ST6GAL1,36,30.0
RN7SL128P,36,30.0
MIR181A1,36,30.0
RPIA,36,30.0
ATP6V1G2,36,30.0
LINC01250,36,30.0
EEF1A1P14,36,30.0
RWDD2B,36,30.0
RNU6-628P,36,30.0
CORO2A,36,30.0
RPL21P21,36,30.0
APLF,36,30.0
MT-CYB,36,30.0
CISD1,36,30.0
LINC01411,36,30.0
PAIP2,36,30.0
RSL24D1,36,30.0
LINC02474,36,30.0
TMX1,36,30.0
IST1,36,30.0
TCIM,36,30.0
ARHGEF3,36,30.0
SRSF6,36,30.0
TRBJ1-6,36,30.0
NAV2,36,30.0
KCNJ6-AS1,36,30.0
SLC66A3,36,30.0
